country_name,year,GHG_emissions,CH4_emissions,N2O_emissions,F_Gas_emissions,CO2_emissions,CH4_emissions,N2O_emissions,energy_emissions,industry_emissions,agriculture_emissions,waste_emissions,land_use_foresty_emissions,bunker_fuels_emissions,electricity_heat_emissions,construction_emissions,transports_emissions,other_fuels_emissions,other_emissions,subregion,region-wb,continent,iso-a3,iso-a2
Afghanistan,2003,18.43043903,13.15625329,3.984654206,0.095067536,1.194464,13.15625329,3.984654206,1.206293339,0.131707536,10.8354511,6.2569869539999985,0.0,,,,,,0.048469339000000014,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2004,18.15134691,13.19191001,3.900080344,0.110380557,0.948976,13.19191001,3.900080344,0.944544746,0.147020557,10.6220046,6.437776904,0.0,,,,,,0.032208746,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2005,18.98469798,13.46239633,4.070240082,0.125693578,1.326368,13.46239633,4.070240082,1.313004153,0.155005578,10.8981215,6.618566854,0.0,,,,,,0.015948153,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2006,19.62292343,13.77646274,4.048482656,0.145514034,1.652464,13.77646274,4.048482656,1.643197676,0.171162034,10.9934743,6.81508942,0.0,,,,,,0.016381676,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2007,20.39894648,14.09139606,3.87419993,0.165334491,2.268016,14.09139606,3.87419993,2.2701752,0.179990491,10.9371688,7.011611986,0.0,,,,,,0.016815200000000002,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2008,23.63001132,15.11110067,4.131147704,0.185154947,4.2026080000000015,15.11110067,4.131147704,4.201536723,0.203474947,12.0168651,7.208134552000001,0.0,,,,,,0.017248723,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2009,26.94285547,15.46784649,4.5062895780000005,0.204975403,6.763744,15.46784649,4.5062895780000005,6.766770246,0.219631403,12.5517967,7.404657117,0.0,,,,,,0.017682246000000002,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2010,30.62955881,16.9687923,4.983122652,0.22479586,8.452848,16.9687923,4.983122652,8.45264377,0.24311586,14.3326195,7.601179683,0.0,,,,,,0.01811577,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2011,34.71300694,17.14663374,5.085866393,0.250074812,12.230432,17.14663374,5.085866393,12.23069971,0.268394812,14.4067981,7.807114322999999,0.0,,,,,,0.018587706,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2012,34.50159007,17.22177877,6.257945532999999,0.275353764,10.746512,17.22177877,6.257945532999999,10.74725164,0.293673764,15.4476157,8.013048962000001,0.0,,,,,,0.019059642,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2013,33.1709203,17.34005971,5.523843873,0.300632717,10.006384,17.34005971,5.523843873,10.00026758,0.326280717,14.6253884,8.218983601,0.0,,,,,,0.019531578,Southern Asia,South Asia,Asia,AFG,AF
Afghanistan,2014,33.36614812,17.75041984,5.488616613,0.325911669,9.8012,17.75041984,5.488616613,9.769907515,0.377207669,14.7941148,8.424918241,0.0,,,,,,0.020003515,Southern Asia,South Asia,Asia,AFG,AF
Albania,1990,11.69196461,4.108368808,1.536325687,0.003542118,6.1648788,4.121368808,1.546325687,7.498514606,0.388430118,3.2514396,0.5535802879999999,0.14415079999999994,0.0,0.73,2.14,0.71,3.135539643,0.782974963,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1991,9.11895917,3.828129296,1.176905909,0.003475966,4.2315988,3.841129296,1.186905909,5.32307969,0.315083966,2.9221154,0.558680114,0.14415079999999994,0.0,0.54,1.41,0.53,2.1943652680000003,0.6387144220000001,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1992,6.870510528,3.512486383,1.115686331,0.003409814,2.3600788,3.525486383,1.125686331,3.337644774,0.113497814,2.855588,0.56377994,0.14415079999999994,0.0,0.41,0.76,0.41,1.273190893,0.494453881,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1993,6.596969186,3.3310650710000003,1.183632453,0.0033436620000000003,2.2000788,3.344065071,1.193632453,2.862209858,0.113431662,3.052448,0.568879765,0.14415079999999994,0.0,0.54,0.54,0.51,0.922016519,0.35019334,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1994,7.13817491,3.577997458,1.420897275,0.00327751,2.257153467,3.590997458,1.430897275,2.651481609,0.06573351,3.8469802,0.5739795910000001,0.14415079999999994,0.0,0.61,0.46,0.63,0.6908421440000001,0.260639465,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1995,6.694674401,3.3310458460000003,1.411489197,0.003211358,2.0700788,3.344045846,1.421489197,2.101340026,0.113299358,3.900955600000001,0.579079417,0.14415079999999994,0.0,0.4,0.49,0.63,0.519667769,0.061672257,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1996,6.40760768,3.172231187,1.268992236,0.003792257,2.0833481,3.179231187,1.273992236,2.104085784,0.117544257,3.6044011,0.581576539,0.13275610000000002,0.0,0.33,0.46,0.62,0.642475883,0.051609901,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1997,5.679936959,2.986117328,1.208150475,0.004373156,1.6020479,3.003117328,1.221150475,1.666831542,0.066829156,3.3622026,0.584073661,0.1507519,0.0,0.32,0.24,0.49,0.575283996,0.041547546,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1998,5.916553838,2.854148969,1.257146815,0.004954055,1.9212662,2.863148969,1.264146815,1.9895773,0.056418055,3.2839877,0.586570784,0.1369622,0.0,0.33,0.4,0.74,0.48809211,0.03148519,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,1999,7.084800017999999,2.89751391,1.210455154,0.005534954,3.0920523,2.90451391,1.215455154,3.142323057,0.067990954,3.2854181,0.589067906,0.1327563,0.11,0.29,0.49,1.4,0.950900223,0.021422834,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2000,7.374058297,2.9217686510000003,1.278237793,0.006115853,3.2892752,2.9607686510000004,1.309237793,3.295068815,0.105211853,3.3822126000000003,0.591565029,0.1913392,0.12,0.38,0.47,1.47,0.963708337,0.011360479,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2001,7.349355882999999,2.880285678,1.241072705,0.0079975,4.1098226,2.881285678,1.241072705,3.447236829,0.0191575,3.288356,0.594605654,0.8908226,0.13,0.35,0.54,1.54,1.011185926,0.016050903000000002,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2002,7.98678987,2.833785805,1.393124917,0.009879148,4.6389639,2.833785805,1.393124917,3.989404842,0.021039148,3.3786996,0.597646279,0.8889639000000001,0.13,0.38,0.43,1.77,1.388663515,0.020741328,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2003,8.402582656,2.871570231,1.409795629,0.011760796,5.0003247,2.8735702310000004,1.410795629,4.071572856,0.312376796,3.4179462,0.600686904,0.8938687,0.14,0.36,0.5,1.91,1.266141104,0.025431752,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2004,8.478463943,2.801276458,1.3677530409999998,0.013642443999999998,5.1847559,2.801276458,1.3677530409999998,4.27374087,0.310594444,3.2904011,0.603727529,0.8889639000000001,0.15,0.28,0.55,2.3,1.113618693,0.030122177000000007,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2005,8.251364529,2.797508585,1.3728438530000002,0.015524091,4.9548510000000014,2.797508585,1.3728438530000002,4.095908883,0.272172091,3.2765154,0.606768155,0.8893629999999999,0.18,0.3,0.45,2.37,0.941096282,0.034812601,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2006,8.150100961,2.765974485,1.317691441,0.016291035,3.8406219,2.766974485,1.317691441,4.069069607,0.287595035,3.1833813,0.610054919,-0.2085221,0.14,0.26,0.68,1.92,1.172367652,0.036701955,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2007,8.188778793,2.654906386,1.293470429,0.017057978999999997,4.0254329,2.754906386,1.372470429,4.06223033,0.471561979,3.0416447,0.613341684,-0.0189111,0.06,0.33,0.64,2.1,0.963639022,0.038591308,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2008,7.957690525,2.534564986,1.237300617,0.017824922,3.958792,2.536564986,1.239300617,3.995391054,0.486984922,2.8586862,0.616628449,-0.205208,0.08,0.28,0.5,2.28,0.894910392,0.040480662,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2009,8.030780557,2.451368286,1.237556405,0.018591866,4.1126961,2.451368286,1.237556405,4.058551778,0.583015866,2.7692976,0.6199152139999999,-0.2105679,0.06,0.14,0.78,2.3,0.796181762,0.042370016,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2010,8.312193189,2.465970287,1.248336093,0.019358809,4.3674919,2.465970287,1.248336093,4.221712501,0.67904681,2.7882319,0.623201978,-0.2110361,0.05,0.1,1.04,2.23,0.807453132,0.044259369000000014,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2011,8.785695792,2.458875474,1.268346926,0.020793392,4.6883075,2.465875474,1.273346926,4.438089828,0.929633392,2.7911646,0.626807972,-0.3373725,0.06,0.12,1.11,2.34,0.813442078,0.044647751,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2012,8.372155895,2.495544261,1.27884766,0.022227974,4.2212054000000006,2.549544261,1.32184766,3.784467156,1.128923975,2.8283508,0.630413965,-0.2573306,0.06,0.1,0.64,2.25,0.7494310240000001,0.045036132,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2013,8.556963097999999,2.490908248,1.255560293,0.023662557,4.4291341,2.490908248,1.255560293,3.950844483,1.181654557,2.7904441,0.634019958,-0.3576979,0.12,0.05,0.58,2.45,0.825419969,0.045424513,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Albania,2014,9.036455701,2.518084635,1.277737926,0.025097139,4.8578333,2.518084635,1.277737926,4.43722181,1.13179314,2.8298148,0.637625952,-0.3577027,0.08,0.12,0.91,2.47,0.891408915,0.045812895,Southern Europe,Europe & Central Asia,Europe,ALB,AL
Algeria,1990,90.73374889,18.39265478,4.264164517,0.027188265,68.92974133,18.44365478,4.305164517,75.72955925,3.368883697,7.332476,4.302829944,0.972,2.47,23.09,5.67,15.8,6.840100200000001,24.31945905,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1991,90.17120179,18.80625864,4.224071076,0.038069415,67.98280267,18.85725864,4.265071076,75.16153565,3.395241361,7.1065447,4.507880081000001,0.972,2.17,24.07,6.22,16.88,7.792941297,20.19859436,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1992,90.3221869,19.53855119,4.401005136,0.048950565,67.21368000000001,19.58955119,4.442005136000001,74.72003205,3.472895025,7.4163296,4.712930218,0.972,2.15,24.06,6.31,16.8,8.035782394,19.52424966,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1993,98.36101526,20.15541375,4.492009795,0.059831715999999986,74.53376,20.20641375,4.533009795,82.40803512,3.510244688,7.524755,4.917980355,0.972,2.04,25.28,6.23,16.96,8.488623491,25.46941163,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1994,96.68905283,20.58265651,4.302227455,0.070712866,72.613456,20.63365651,4.343227455,81.02419819,3.379050352,7.1627738,5.123030492,0.972,2.08,24.95,5.97,15.52,8.431464587999999,26.1627336,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1995,98.74640223,21.16029477,4.232348114,0.08159401599999999,74.15216533,21.21129477,4.273348114,82.54977459,3.797456016,7.071091,5.328080629,0.972,2.15,25.86,6.26,15.11,8.354305685,26.9654689,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1996,99.5933018,23.47543298,4.338632535,0.147713619,72.51152267,23.52543298,4.379632535,82.77492179,3.699259619,7.1602522,5.958868183,0.971,2.01,25.72,5.88,14.96,8.582998672,27.62192312,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1997,103.283242,25.77481548,4.2115799560000005,0.213833221,73.96301333,25.81181548,4.241579956,85.63420233,4.0590632210000015,7.0003207,6.589655737999999,0.947,1.89,27.71,5.29,15.01,8.261691659,29.37251068,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1998,108.1764583,28.27456419,4.8074079780000005,0.279952824,75.69453333,28.31356419,4.8394079780000006,88.86877621,4.323602824,7.763636,7.220443292000001,0.951,1.77,27.77,5.66,15.46,8.920384646,31.06839156,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,1999,113.6734105,30.75782549,4.737925899,0.346072426,78.71158667,30.79882549,4.771925899,93.59040341,4.3866224260000015,7.8451538,7.851230846,0.955,1.79,29.3,6.05,16.47,9.389077633,32.38132578,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2000,117.0715044,33.069035,4.66990142,0.412192029,79.800376,33.271035,4.83490142,95.98439062,4.849018029,7.7560774000000015,8.482018400000001,1.247,1.95,29.17,6.16,16.84,9.62777062,34.18662,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2001,114.747717,34.22675045,4.848690365,0.54844686,75.63716263,34.23075045,4.851690365,93.18889186,4.975054985,7.982922,8.600848168999999,0.5203333,1.98,30.19,6.25,17.04,9.839354837,29.86953702,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2002,121.4828104,35.282003,4.69536971,0.6847016909999999,81.3340693,35.292003,4.70336971,99.53876643,5.449171941,7.775194099999998,8.719677938,0.5313333,2.18,32.28,6.61,19.35,10.22093905,31.07782737,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2003,126.40908229999998,36.43558836,4.884748055,0.820956523,84.78112263,36.45458836,4.899748055,103.9868677,5.575208898,8.008498,8.838507707,0.5473333,1.89,32.52,7.01,21.75,11.02252327,31.68434439,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2004,129.7046521,37.72655401,5.5700360999999985,0.957211354,85.96418397,37.73255401,5.575036099999998,105.1743689,6.697853854,8.875091900000003,8.957337476000001,0.5243333,2.18,31.74,8.09,22.02,11.86410749,31.47026141,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2005,134.542086,38.85887136,4.907111145,1.093466185,90.19597063,38.89587136,4.937111145,109.5095235,7.721570811,8.2348245,9.076167245,0.5803333,2.35,32.59,8.21,24.15,12.86569171,31.69383176,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2006,140.7132621,39.44311997,5.26491,1.495509494,87.76305597,39.50011997,5.31191,113.7966336,9.066088329,8.6614559,9.189084314,-6.6426667,2.23,34.23,8.7,25.62,12.56655691,32.69007667,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2007,148.67576530000005,40.06364247,5.3066766560000005,1.897552804,94.66122663,40.23064247,5.4426766560000015,120.51023700000002,10.05519785,8.808328999999997,9.302001384,-6.4436667000000005,2.23,33.95,9.72,27.59,13.98742212,35.27281491,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2008,153.6934045,40.49881808,4.989953011,2.299596113,99.15837063,40.56081808,5.040953011,124.6579338,11.20918737,8.411365,9.414918453,-6.6336667,2.28,35.27,10.07,29.19,13.96828733,36.15964649,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2009,163.8496656,41.30137688,5.706510667000001,2.701639422,107.393472,41.30137688,5.706510667000001,132.63152390000002,12.27524088,9.4150653,9.527835523,-6.7466667000000005,2.36,36.66,9.85,30.51,17.80915253,37.8123714,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2010,165.590542,42.01926898,5.933091622999999,3.103682731,107.787832,42.02326898,5.936091622999999,133.24802069999998,12.8576464,9.8441223,9.640752592,-6.7396667,2.46,36.32,10.95,31.7,17.22001774,37.05800297,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2011,171.7490602,43.54066089,5.9965172089999985,3.576946062,118.194936,43.61366089,6.056517209,138.6586689,13.28561716,10.0495088,9.755265258,-0.307,2.26,39.69,11.21,32.64,18.98791267,36.12075627,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2012,182.3342708,45.20857869,6.4823200960000005,4.050209393,126.1531627,45.33257869,6.584320096,147.8758105,13.76488391,10.8237985,9.869777924,-0.214,2.44,44.12,10.2,36.03,20.75580759,36.77000291,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2013,187.5170607,46.73290949,6.378427782999999,4.523472724,129.4422507,46.73890949,6.383427782999999,152.6729654,13.99499867,10.864806,9.98429059,-0.429,2.55,43.76,10.13,37.39,23.03370252,38.34926288,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Algeria,2014,202.0871262,48.42613869,7.99388077,4.996736053999999,140.23037069999998,48.44713869,8.01088077,163.47424030000005,15.72002543,12.7940572,10.09880326,-0.402,2.15,47.73,10.25,43.37,22.02159744,40.09264285,Northern Africa,Middle East & North Africa,Africa,DZA,DZ
Andorra,1990,0.429371131,0.021831863,0.000835268,0.0,0.3872484000000001,0.021831863,0.000835268,0.406704,0.0,0.0,0.022667131,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1991,0.430738971,0.023166455,0.0008685160000000001,0.0,0.3872484000000001,0.023166455,0.0008685160000000001,0.406704,0.0,0.0,0.024034971,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1992,0.43210681,0.024501046,0.000901764,0.0,0.3872484000000001,0.024501046,0.000901764,0.406704,0.0,0.0,0.02540281,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1993,0.43713865,0.025835638,0.000935012,0.0,0.3909124000000001,0.025835638,0.000935012,0.410368,0.0,0.0,0.02677065,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1994,0.434842489,0.02717023,0.00096826,0.0,0.3872484000000001,0.02717023,0.00096826,0.406704,0.0,0.0,0.028138489,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1995,0.454530329,0.028504821,0.001001507,0.0,0.4055684,0.028504821,0.001001507,0.425024,0.0,0.0,0.029506329,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1996,0.484962833,0.029611694,0.001015139,0.0,0.4348804,0.029611694,0.001015139,0.454336,0.0,0.0,0.030626833,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1997,0.497075337,0.030718567,0.00102877,0.0,0.4458724,0.030718567,0.00102877,0.465328,0.0,0.0,0.031747337,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1998,0.523843841,0.031825439,0.001042402,0.0,0.4715204000000001,0.031825439,0.001042402,0.490976,0.0,0.0,0.032867841,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,1999,0.546948345,0.032932312000000005,0.001056033,0.0,0.4935044,0.032932312000000005,0.001056033,0.5129600000000001,0.0,0.0,0.033988345,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2000,0.559060849,0.034039185,0.001069664,0.0,0.5044964,0.034039185,0.001069664,0.5239520000000001,0.0,0.0,0.035108849,-0.0194556,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2001,0.56043877,0.035386259,0.001100511,0.0,0.4950317,0.035386259,0.001100511,0.5239520000000001,0.0,0.0,0.03648677,-0.0289203,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2002,0.56914469,0.036733334,0.001131357,0.0,0.5023597,0.036733334,0.001131357,0.53128,0.0,0.0,0.03786469,-0.0289203,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2003,0.574186611,0.038080408,0.001162203,0.0,0.5060237,0.038080408,0.001162203,0.534944,0.0,0.0,0.039242611,-0.0289203,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2004,0.601212532,0.039427483,0.0011930489999999998,0.0,0.5316717,0.039427483,0.0011930489999999998,0.560592,0.0,0.0,0.040620532,-0.0289203,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2005,0.6172464529999999,0.040774557,0.001223896,0.0,0.5463276999999999,0.040774557,0.001223896,0.575248,0.0,0.0,0.041998453,-0.0289203,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2006,0.589763343,0.042576427,0.001250916,0.0,0.506996,0.042576427,0.001250916,0.545936,0.0,0.0,0.043827343,-0.03894,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2007,0.5842642339999999,0.044378297,0.001277937,0.0,0.4996680000000001,0.044378297,0.001277937,0.538608,0.0,0.0,0.045656234,-0.03894,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2008,0.586093124,0.046180166,0.001304958,0.0,0.4996680000000001,0.046180166,0.001304958,0.538608,0.0,0.0,0.047485124,-0.03894,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2009,0.565938015,0.047982036,0.0013319789999999998,0.0,0.477684,0.047982036,0.0013319789999999998,0.516624,0.0,0.0,0.049314015,-0.03894,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2010,0.567766905,0.049783905,0.001359,0.0,0.477684,0.049783905,0.001359,0.516624,0.0,0.0,0.051142905,-0.03894,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2011,0.543449455,0.051111063,0.001362392,0.0,0.4692255,0.051111063,0.001362392,0.490976,0.0,0.0,0.052473455,-0.0217505,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2012,0.541116005,0.052438220999999986,0.001365785,0.0,0.4655615,0.052438220999999986,0.001365785,0.487312,0.0,0.0,0.053804005,-0.0217505,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2013,0.531454555,0.053765378,0.001369177,0.0,0.4545695,0.053765378,0.001369177,0.47632,0.0,0.0,0.055134555,-0.0217505,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Andorra,2014,0.518129105,0.055092536,0.00137257,0.0,0.4399135,0.055092536,0.00137257,0.461664,0.0,0.0,0.056465105,-0.0217505,,,,,,,Southern Europe,Europe & Central Asia,Europe,AND,AD
Angola,1990,52.22005443,30.95335556,14.91873345,0.002045418,89.7303457,50.72935556,19.85373345,25.09424157,0.130285418,26.4803708,0.5151566470000001,108.0954257,1.06,0.48,1.76,1.02,1.604231117,20.23001045,Middle Africa,Sub-Saharan Africa,Africa,AGO,AO
Angola,1991,53.81418466,32.30703102,14.9592404,0.002579902,89.92975903,52.08303102,19.8942404,26.59757743,0.130819902,26.556690600000003,0.529096627,108.0954257,0.91,0.43,1.63,1.26,1.6573185819999998,21.62025885,Middle Africa,Sub-Saharan Africa,Africa,AGO,AO
Angola,1992,55.07443569,33.66883448,15.00987615,0.003114385,89.77703637,53.44483448,19.94487615,27.7267933,0.153338385,26.6512674,0.543036607,108.0954257,0.83,0.37,1.71,1.19,1.610406046,22.84638725,Middle Africa,Sub-Saharan Africa,Africa,AGO,AO
Angola,1993,56.79508545,34.91702845,14.9586188,0.003648869,90.30021503,54.69302845,19.8936188,29.5795425,0.128224869,26.5303415,0.5569765870000001,108.0954257,0.93,0.31,2.19,1.21,1.523493511,24.34604898,Middle Africa,Sub-Saharan Africa,Africa,AGO,AO
Angola,1994,57.87332245,36.25038701,14.91074675,0.004183353,90.09243103,56.02638701,19.84574675,30.67934503,0.12509535300000002,26.497965500000007,0.570916567,108.0954257,1.34,0.38,1.63,1.54,1.666580976,25.46276405,Middle Africa,Sub-Saharan Africa,Africa,AGO,AO
Angola,1995,63.20287738,37.49442867,14.911176199999998,0.004717836,94.17698037,57.27042867,19.8461762,36.08980089,0.103645836,26.424574100000005,0.584856547,108.0954257,1.21,0.39,1.8,1.07,1.72966844,31.12013245,Middle Africa,Sub-Saharan Africa,Africa,AGO,AO
Angola,1996,63.76958173,37.95073089,14.37353672,0.007879457,93.41773307,60.39473089,20.57253672,37.48319774,0.143447457,25.5461813,0.596755238,110.6232984,1.05,0.41,1.88,0.99,1.998733105,32.20446463,Middle Africa,Sub-Saharan Africa,Africa,AGO,AO
